	chrom_region	start_region	end_region	region_number	chrom_gene	start_gene	end_gene	gene_name	gene_number	distance
37683	chr9	89360452	89360952	252338	chr9	89360787	89498130	SEMA4D	1031	335
37755	chr9	93451445	93451945	253196	chr9	93451685	93566112	FAM120A	1032	240
37756	chr9	93452134	93452634	253197	chr9	93451685	93566112	FAM120A	1032	449
37757	chr9	93452682	93453182	253198	chr9	93451685	93566112	FAM120A	1032	997
37829	chr9	97411743	97412243	253903	chr9	97412096	97496125	TDRD7	1034	353
37830	chr9	97412286	97412786	253904	chr9	97412096	97496125	TDRD7	1034	190
37831	chr9	97412944	97413444	253905	chr9	97412096	97496125	TDRD7	1034	848
37854	chr9	97633182	97633682	253982	chr9	97633668	97673748	NCBP1	1035	486
37855	chr9	97633722	97634222	253983	chr9	97633668	97673748	NCBP1	1035	54
37856	chr9	97634339	97634839	253984	chr9	97633668	97673748	NCBP1	1035	671
37865	chr9	98287750	98288250	254100	chr9	98288109	98708935	GABBR2	1036	359
37939	chr9	100302167	100302667	254473	chr9	100302077	100352942	TEX10	1037	90
37953	chr9	101028452	101028952	254609	chr9	101028727	101325135	PLPPR1	1039	275
37954	chr9	101029194	101029694	254610	chr9	101028727	101325135	PLPPR1	1039	467
38015	chr9	104093776	104094276	254890	chr9	104094260	104141419	SMC2	1040	484
38016	chr9	104094447	104094947	254891	chr9	104094260	104141419	SMC2	1040	187
38018	chr9	104780723	104781223	254938	chr9	104781006	104928155	ABCA1	1041	283
38050	chr9	105243709	105244209	255031	chr9	105244622	105439171	SLC44A1	1042	913
38051	chr9	105244233	105244733	255032	chr9	105244622	105439171	SLC44A1	1042	389
38052	chr9	105244816	105245316	255033	chr9	105244622	105439171	SLC44A1	1042	194
38053	chr9	105245470	105245970	255034	chr9	105244622	105439171	SLC44A1	1042	848
38097	chr9	108867082	108867582	255557	chr9	108867517	108934124	ELP1	1043	435
38098	chr9	108868234	108868734	255558	chr9	108867517	108934124	ELP1	1043	717
38112	chr9	109640150	109640650	255671	chr9	109640788	110172512	PALM2-AKAP2	1044	638
38113	chr9	109640679	109641179	255672	chr9	109640788	110172512	PALM2-AKAP2	1044	109
38114	chr9	109641344	109641844	255673	chr9	109640788	110172512	PALM2-AKAP2	1044	556
38241	chr9	113220618	113221118	256135	chr9	113221544	113264492	SLC31A1	1047	926
38242	chr9	113221192	113221692	256136	chr9	113221544	113264492	SLC31A1	1047	352
38243	chr9	113221730	113222230	256137	chr9	113221544	113264492	SLC31A1	1047	186
38245	chr9	114401465	114401965	256486	chr9	114402080	114505473	WHRN	1048	615
38548	chr9	120600880	120601380	257349	chr9	120600811	120714470	MEGF9	1053	69
38579	chr9	122940675	122941175	257934	chr9	122940833	123104866	RABGAP1	1054	158
38580	chr9	122941283	122941783	257935	chr9	122940833	123104866	RABGAP1	1054	450
38620	chr9	123379281	123379781	258045	chr9	123379654	123930152	DENND1A	1055	373
38621	chr9	123380020	123380520	258046	chr9	123379654	123930152	DENND1A	1055	366
38865	chr9	124257393	124257893	258417	chr9	124257606	124353307	NEK6	1056	213
38866	chr9	124258009	124258509	258418	chr9	124257606	124353307	NEK6	1056	403
38867	chr9	124258588	124259088	258419	chr9	124257606	124353307	NEK6	1056	982
38941	chr9	124517168	124517668	258577	chr9	124517275	124771311	NR6A1	1057	107
38990	chr9	124942164	124942664	258669	chr9	124942608	125143506	SCAI	1058	444
39017	chr9	125234743	125235243	258707	chr9	125234853	125241343	HSPA5	1059	110
39018	chr9	125235285	125235785	258708	chr9	125234853	125241343	HSPA5	1059	432
39022	chr9	125746362	125746862	258810	chr9	125747345	125967377	PBX3	1060	983
39023	chr9	125747100	125747600	258811	chr9	125747345	125967377	PBX3	1060	245
39024	chr9	125747882	125748382	258812	chr9	125747345	125967377	PBX3	1060	537
39094	chr9	126804729	126805229	259156	chr9	126805006	126838210	ZBTB43	1061	277
39095	chr9	126805493	126805993	259157	chr9	126805006	126838210	ZBTB43	1061	487
39100	chr9	127223422	127223922	259305	chr9	127224265	127393660	GARNL3	1062	843
39101	chr9	127224272	127224772	259306	chr9	127224265	127393660	GARNL3	1062	7
39102	chr9	127224859	127225359	259307	chr9	127224265	127393660	GARNL3	1062	594
39155	chr9	127738232	127738732	259485	chr9	127738317	127778710	SH2D3C	1063	85
39179	chr9	128255173	128255673	259726	chr9	128255829	128275995	GOLGA2	1064	656
39180	chr9	128255755	128256255	259727	chr9	128255829	128275995	GOLGA2	1064	74
39189	chr9	128881266	128881766	259896	chr9	128882112	128918039	LRRC8A	1065	846
39190	chr9	128881823	128882323	259897	chr9	128882112	128918039	LRRC8A	1065	289
39191	chr9	128882594	128883094	259898	chr9	128882112	128918039	LRRC8A	1065	482
39192	chr9	128883110	128883610	259899	chr9	128882112	128918039	LRRC8A	1065	998
39203	chr9	129834592	129835092	260269	chr9	129834698	129881838	USP20	1066	106
39204	chr9	129835117	129835617	260270	chr9	129834698	129881838	USP20	1066	419
39269	chr9	131502013	131502513	260889	chr9	131502902	131523806	POMT1	1068	889
39270	chr9	131502663	131503163	260890	chr9	131502902	131523806	POMT1	1068	239
39271	chr9	131503284	131503784	260891	chr9	131502902	131523806	POMT1	1068	382
39277	chr9	132892148	132892648	261389	chr9	132891348	132946874	TSC1	1069	800
39289	chr9	133098578	133099078	261417	chr9	133097720	133149334	RALGDS	1070	858
39331	chr9	133406740	133407240	261508	chr9	133406059	133418096	REXO4	1072	681
39335	chr9	135075081	135075581	262364	chr9	135075422	135121179	OLFM1	1073	341
39336	chr9	135076317	135076817	262365	chr9	135075422	135121179	OLFM1	1073	895
39369	chr9	136006642	136007142	262686	chr9	136006537	136095289	NACC2	1074	105
39370	chr9	136007470	136007970	262687	chr9	136006537	136095289	NACC2	1074	933
39425	chr9	136326576	136327076	262875	chr9	136327476	136359605	GPSM1	1075	900
39426	chr9	136327235	136327735	262876	chr9	136327476	136359605	GPSM1	1075	241
39427	chr9	136327881	136328381	262877	chr9	136327476	136359605	GPSM1	1075	405
39472	chr9	136975663	136976163	263268	chr9	136975092	136981742	PTGDS	1076	571
39479	chr9	137138785	137139285	263366	chr9	137139154	137168756	GRIN1	1077	369
39480	chr9	137139304	137139804	263367	chr9	137139154	137168756	GRIN1	1077	150
39481	chr9	137139869	137140369	263368	chr9	137139154	137168756	GRIN1	1077	715
39498	chr10	987546	988046	263925	chr10	988434	1019932	GTPBP4	1078	888
39499	chr10	988116	988616	263926	chr10	988434	1019932	GTPBP4	1078	318
39502	chr10	1038385	1038885	263934	chr10	1039152	1049170	IDI1	1079	767
39503	chr10	1039458	1039958	263935	chr10	1039152	1049170	IDI1	1079	306
39504	chr10	1040028	1040528	263936	chr10	1039152	1049170	IDI1	1079	876
39510	chr10	1048770	1049270	263941	chr10	1049538	1132384	WDR37	1080	768
39512	chr10	1049451	1049951	263942	chr10	1049538	1132384	WDR37	1080	87
39514	chr10	1050109	1050609	263943	chr10	1049538	1132384	WDR37	1080	571
39531	chr10	3065549	3066049	264393	chr10	3066333	3137718	PFKP	1081	784
39532	chr10	3066526	3067026	264394	chr10	3066333	3137718	PFKP	1081	193
39533	chr10	3067254	3067754	264395	chr10	3066333	3137718	PFKP	1081	921
39559	chr10	3775263	3775763	264595	chr10	3775996	3785281	KLF6	1082	733
39560	chr10	3775856	3776356	264596	chr10	3775996	3785281	KLF6	1082	140
39561	chr10	3776971	3777471	264597	chr10	3775996	3785281	KLF6	1082	975
39643	chr10	7818223	7818723	265346	chr10	7818505	8016631	TAF3	1086	282
39644	chr10	7819039	7819539	265347	chr10	7818505	8016631	TAF3	1086	534
39665	chr10	10797908	10798408	265732	chr10	10798397	11336675	CELF2	1087	489
39666	chr10	10798429	10798929	265733	chr10	10798397	11336675	CELF2	1087	32
39772	chr10	11072196	11072696	265839	chr10	11071541	11105773	CELF2-AS2	1088	655
40101	chr10	15103387	15103887	267011	chr10	15102584	15168693	NMT2	1092	803
40157	chr10	17137587	17138087	267357	chr10	17137336	17202054	TRDMT1	1094	251
40158	chr10	17138332	17138832	267358	chr10	17137336	17202054	TRDMT1	1094	996
40171	chr10	17227736	17228236	267376	chr10	17228241	17237593	VIM	1095	505
40172	chr10	17228261	17228761	267377	chr10	17228241	17237593	VIM	1095	20
40173	chr10	17228949	17229449	267378	chr10	17228241	17237593	VIM	1095	708
40180	chr10	19815643	19816143	267688	chr10	19816239	20289856	PLXDC2	1096	596
40181	chr10	19816652	19817152	267689	chr10	19816239	20289856	PLXDC2	1096	413
40241	chr10	21524348	21524848	267943	chr10	21524646	21743630	MLLT10	1097	298
40242	chr10	21525199	21525699	267944	chr10	21524646	21743630	MLLT10	1097	553
40275	chr10	22315554	22316054	268029	chr10	22316386	22320306	COMMD3	1098	832
40276	chr10	22316128	22316628	268030	chr10	22316386	22320306	COMMD3	1098	258
40277	chr10	22316794	22317294	268031	chr10	22316386	22320306	COMMD3	1098	408
40282	chr10	23694465	23694965	268273	chr10	23694746	24547848	KIAA1217	1099	281
40466	chr10	27154186	27154686	268885	chr10	27154824	27186924	MASTL	1103	638
40468	chr10	27155036	27155536	268886	chr10	27154824	27186924	MASTL	1103	212
40474	chr10	31318203	31318703	269472	chr10	31318495	31529814	ZEB1	1104	292
40475	chr10	31318833	31319333	269473	chr10	31318495	31529814	ZEB1	1104	338
40517	chr10	33178074	33178574	269770	chr10	33177492	33336262	NRP1	1105	582
40595	chr10	38009683	38010183	270595	chr10	38010650	38065088	ZNF33A	1107	967
40596	chr10	38010752	38011252	270596	chr10	38010650	38065088	ZNF33A	1107	102
40597	chr10	38011256	38011756	270597	chr10	38010650	38065088	ZNF33A	1107	606
40598	chr10	38094046	38094546	270598	chr10	38094334	38150293	ZNF37A	1108	288
40599	chr10	38094549	38095049	270599	chr10	38094334	38150293	ZNF37A	1108	215
40601	chr10	43643900	43644400	270787	chr10	43643860	43648881	ZNF32	1109	40
40648	chr10	45454316	45454816	271087	chr10	45454585	45594906	MARCH8	1111	269
40670	chr10	45972202	45972702	271118	chr10	45972489	46003742	TIMM23	1112	287
40872	chr10	58268250	58268750	272237	chr10	58269162	58289586	CISD1	1116	912
40873	chr10	58268841	58269341	272238	chr10	58269162	58289586	CISD1	1116	321
40874	chr10	58269576	58270076	272239	chr10	58269162	58289586	CISD1	1116	414
40877	chr10	58334723	58335223	272247	chr10	58334979	58370751	UBE2D1	1117	256
40878	chr10	58335440	58335940	272248	chr10	58334979	58370751	UBE2D1	1117	461
40888	chr10	59176204	59176704	272397	chr10	59176643	59247774	PHYHIPL	1118	439
40889	chr10	59176980	59177480	272398	chr10	59176643	59247774	PHYHIPL	1118	337
40890	chr10	59177528	59178028	272399	chr10	59176643	59247774	PHYHIPL	1118	885
40910	chr10	60026661	60027161	272530	chr10	60026298	60733490	ANK3	1120	363
41096	chr10	68560040	68560540	273709	chr10	68560337	68694487	TET1	1122	297
41097	chr10	68560599	68561099	273710	chr10	68560337	68694487	TET1	1122	262
41098	chr10	68561327	68561827	273711	chr10	68560337	68694487	TET1	1122	990
41123	chr10	70146460	70146960	274024	chr10	70147289	70170523	SAR1A	1124	829
41124	chr10	70147169	70147669	274025	chr10	70147289	70170523	SAR1A	1124	120
41132	chr10	73167230	73167730	274950	chr10	73168119	73244504	FAM149B1	1125	889
41133	chr10	73167850	73168350	274951	chr10	73168119	73244504	FAM149B1	1125	269
41134	chr10	73168352	73168852	274952	chr10	73168119	73244504	FAM149B1	1125	233
41136	chr10	73908920	73909420	275062	chr10	73909177	73917496	PLAU	1126	257
41137	chr10	73909689	73910189	275063	chr10	73909177	73917496	PLAU	1126	512
41141	chr10	76868870	76869370	275631	chr10	76869601	77638369	KCNMA1	1127	731
41337	chr10	77968760	77969260	275914	chr10	77969251	78029515	POLR3A	1128	491
41338	chr10	77969359	77969859	275915	chr10	77969251	78029515	POLR3A	1128	108
41355	chr10	89701254	89701754	278133	chr10	89701610	89774939	KIF20B	1129	356
41356	chr10	89702026	89702526	278134	chr10	89701610	89774939	KIF20B	1129	416
41362	chr10	91162582	91163082	278294	chr10	91163012	91284337	PCGF5	1130	430
41363	chr10	91163123	91163623	278295	chr10	91163012	91284337	PCGF5	1130	111
41364	chr10	91163840	91164340	278296	chr10	91163012	91284337	PCGF5	1130	828
41376	chr10	92045821	92046321	278454	chr10	92046692	92291078	CPEB3	1131	871
41440	chr10	94500797	94501297	278815	chr10	94501434	94613905	HELLS	1134	637
41458	chr10	96997628	96998128	279175	chr10	96998038	97185959	SLIT1	1136	410
41578	chr10	97639775	97640275	279405	chr10	97640686	97676434	PI4K2A	1137	911
41579	chr10	97640370	97640870	279406	chr10	97640686	97676434	PI4K2A	1137	316
41580	chr10	97640906	97641406	279407	chr10	97640686	97676434	PI4K2A	1137	220
41581	chr10	97641447	97641947	279408	chr10	97640686	97676434	PI4K2A	1137	761
41587	chr10	100346786	100347286	279790	chr10	100347233	100364826	SCD	1138	447
41588	chr10	100347343	100347843	279791	chr10	100347233	100364826	SCD	1138	110
41596	chr10	100528820	100529320	279816	chr10	100529072	100559998	HIF1AN	1139	252
41597	chr10	100529653	100530153	279817	chr10	100529072	100559998	HIF1AN	1139	581
41600	chr10	101353736	101354236	280111	chr10	101354033	101557321	BTRC	1140	297
41647	chr10	102106692	102107192	280295	chr10	102107560	102120453	LDB1	1141	868
41648	chr10	102107467	102107967	280296	chr10	102107560	102120453	LDB1	1141	93
41664	chr10	102503640	102504140	280434	chr10	102503987	102633535	SUFU	1142	347
41665	chr10	102504260	102504760	280435	chr10	102503987	102633535	SUFU	1142	273
41698	chr10	102853778	102854278	280541	chr10	102854259	102864961	BORCS7	1143	481
41699	chr10	102854290	102854790	280542	chr10	102854259	102864961	BORCS7	1143	31
41731	chr10	103493456	103493956	280636	chr10	103493979	103592552	NEURL1	1146	523
41732	chr10	103494050	103494550	280637	chr10	103493979	103592552	NEURL1	1146	71
41733	chr10	103494689	103495189	280638	chr10	103493979	103592552	NEURL1	1146	710
41972	chr10	110643687	110644187	281791	chr10	110644336	110839468	RBM20	1150	649
41973	chr10	110644269	110644769	281792	chr10	110644336	110839468	RBM20	1150	67
42104	chr10	114937928	114938428	282611	chr10	114938195	114977676	TRUB1	1153	267
42105	chr10	114938868	114939368	282612	chr10	114938195	114977676	TRUB1	1153	673
42117	chr10	115093110	115093610	282658	chr10	115093365	115948999	ATRNL1	1154	255
42118	chr10	115093969	115094469	282659	chr10	115093365	115948999	ATRNL1	1154	604
42208	chr10	118004984	118005484	283241	chr10	118004916	118046941	RAB11FIP2	1156	68
42209	chr10	118005661	118006161	283242	chr10	118004916	118046941	RAB11FIP2	1156	745
42240	chr10	119725112	119725612	283630	chr10	119726042	119829147	INPP5F	1158	930
42241	chr10	119725673	119726173	283631	chr10	119726042	119829147	INPP5F	1158	369
42242	chr10	119726224	119726724	283632	chr10	119726042	119829147	INPP5F	1158	182
42243	chr10	119726940	119727440	283633	chr10	119726042	119829147	INPP5F	1158	898
42262	chr10	122373787	122374287	284240	chr10	122374696	122442602	PLEKHA1	1159	909
42263	chr10	122374369	122374869	284241	chr10	122374696	122442602	PLEKHA1	1159	327
42264	chr10	122374968	122375468	284242	chr10	122374696	122442602	PLEKHA1	1159	272
42275	chr10	122457900	122458400	284261	chr10	122458551	122514907	HTRA1	1160	651
42276	chr10	122458600	122459100	284262	chr10	122458551	122514907	HTRA1	1160	49
42277	chr10	122459516	122460016	284263	chr10	122458551	122514907	HTRA1	1160	965
42312	chr10	123008156	123008656	284367	chr10	123008979	123058311	ACADSB	1161	823
42313	chr10	123008716	123009216	284368	chr10	123008979	123058311	ACADSB	1161	263
42314	chr10	123009338	123009838	284369	chr10	123008979	123058311	ACADSB	1161	359
42318	chr10	124008125	124008625	284574	chr10	124007668	124093598	CHST15	1162	457
42370	chr10	124618363	124618863	284825	chr10	124619292	124744378	FAM53B	1163	929
42371	chr10	124619086	124619586	284826	chr10	124619292	124744378	FAM53B	1163	206
42372	chr10	124619639	124620139	284827	chr10	124619292	124744378	FAM53B	1163	347
42583	chr10	128096567	128097067	285667	chr10	128096659	128126423	MKI67	1166	92
42676	chr10	133324150	133324650	287050	chr10	133324072	133336935	CALY	1168	78
42689	chr11	215817	216317	287109	chr11	215030	236931	SIRT3	1169	787
42695	chr11	837887	838387	287376	chr11	837356	842529	POLR2L	1170	531
42702	chr11	923972	924472	287434	chr11	924894	1012245	AP2A2	1171	922
42703	chr11	924518	925018	287435	chr11	924894	1012245	AP2A2	1171	376
42704	chr11	925071	925571	287436	chr11	924894	1012245	AP2A2	1171	177
42705	chr11	925593	926093	287437	chr11	924894	1012245	AP2A2	1171	699
42725	chr11	3086857	3087357	288059	chr11	3087107	3166739	OSBPL5	1172	250
42726	chr11	3087729	3088229	288060	chr11	3087107	3166739	OSBPL5	1172	622
42789	chr11	3854871	3855371	288190	chr11	3854527	4093210	STIM1	1174	344
42825	chr11	6603424	6603924	288443	chr11	6603708	6610874	ILK	1175	284
42826	chr11	6604196	6604696	288444	chr11	6603708	6610874	ILK	1175	488
42832	chr11	8223391	8223891	288697	chr11	8224309	8268716	LMO1	1176	918
42833	chr11	8224518	8225018	288698	chr11	8224309	8268716	LMO1	1176	209
42870	chr11	13276720	13277220	289872	chr11	13276652	13387266	ARNTL	1178	68
42871	chr11	13277363	13277863	289873	chr11	13276652	13387266	ARNTL	1178	711
42902	chr11	13962443	13962943	289979	chr11	13962723	14268133	SPON1	1179	280
42903	chr11	13963173	13963673	289980	chr11	13962723	14268133	SPON1	1179	450
42904	chr11	13963684	13964184	289981	chr11	13962723	14268133	SPON1	1179	961
43137	chr11	17207244	17207744	290660	chr11	17208153	17349980	NUCB2	1181	909
43138	chr11	17207785	17208285	290661	chr11	17208153	17349980	NUCB2	1181	368
43139	chr11	17208507	17209007	290662	chr11	17208153	17349980	NUCB2	1181	354
43140	chr11	17209038	17209538	290663	chr11	17208153	17349980	NUCB2	1181	885
43152	chr11	17733799	17734299	290747	chr11	17734774	17856804	KCNC1	1182	975
43153	chr11	17734429	17734929	290748	chr11	17734774	17856804	KCNC1	1182	345
43154	chr11	17735071	17735571	290749	chr11	17734774	17856804	KCNC1	1182	297
43155	chr11	17735731	17736231	290750	chr11	17734774	17856804	KCNC1	1182	957
43204	chr11	18321993	18322493	290846	chr11	18322295	18367045	GTF2H1	1184	302
43206	chr11	18322528	18323028	290847	chr11	18322295	18367045	GTF2H1	1184	233
43215	chr11	18727575	18728075	290898	chr11	18727928	18792721	PTPN5	1186	353
43487	chr11	20668809	20669309	291328	chr11	20669551	21575686	NELL1	1188	742
43488	chr11	20669333	20669833	291329	chr11	20669551	21575686	NELL1	1188	218
43489	chr11	20670279	20670779	291330	chr11	20669551	21575686	NELL1	1188	728
43603	chr11	22337449	22337949	291536	chr11	22338381	22379503	SLC17A6	1189	932
43604	chr11	22338069	22338569	291537	chr11	22338381	22379503	SLC17A6	1189	312
43605	chr11	22338683	22339183	291538	chr11	22338381	22379503	SLC17A6	1189	302
43619	chr11	22624956	22625456	291597	chr11	22625509	22813055	GAS2	1190	553
43620	chr11	22625639	22626139	291598	chr11	22625509	22813055	GAS2	1190	130
43645	chr11	24496156	24496656	291760	chr11	24496970	25082638	LUZP2	1191	814
43646	chr11	24496816	24497316	291761	chr11	24496970	25082638	LUZP2	1191	154
43647	chr11	24497750	24498250	291762	chr11	24496970	25082638	LUZP2	1191	780
43755	chr11	27366156	27366656	292030	chr11	27365961	27472790	LGR4	1193	195
44064	chr11	44725900	44726400	294542	chr11	44726465	44932423	TSPAN18	1198	565
44065	chr11	44726686	44727186	294543	chr11	44726465	44932423	TSPAN18	1198	221
44212	chr11	45240898	45241398	294824	chr11	45240302	45286341	SYT13	1199	596
44240	chr11	46380206	46380706	295242	chr11	46380756	46383837	MDK	1200	550
44241	chr11	46380775	46381275	295243	chr11	46380756	46383837	MDK	1200	19
44242	chr11	46381433	46381933	295244	chr11	46380756	46383837	MDK	1200	677
44246	chr11	46936461	46936961	295364	chr11	46936689	47164385	C11orf49	1201	228
44247	chr11	46937052	46937552	295365	chr11	46936689	47164385	C11orf49	1201	363
44296	chr11	47213500	47214000	295431	chr11	47214465	47239240	DDB2	1202	965
44297	chr11	47214161	47214661	295432	chr11	47214465	47239240	DDB2	1202	304
44298	chr11	47214669	47215169	295433	chr11	47214465	47239240	DDB2	1202	204
44299	chr11	47215293	47215793	295434	chr11	47214465	47239240	DDB2	1202	828
44305	chr11	47588846	47589346	295542	chr11	47589667	47594411	C1QTNF4	1203	821
44306	chr11	47589458	47589958	295543	chr11	47589667	47594411	C1QTNF4	1203	209
44307	chr11	47590061	47590561	295544	chr11	47589667	47594411	C1QTNF4	1203	394
44351	chr11	58578164	58578664	296013	chr11	58579063	58621550	ZFP91	1208	899
44353	chr11	58578737	58579237	296014	chr11	58579063	58621550	ZFP91	1208	326
44354	chr11	58579465	58579965	296015	chr11	58579063	58621550	ZFP91	1208	402
44362	chr11	62786428	62786928	296828	chr11	62787402	62790400	TMEM179B	1209	974
44363	chr11	62787111	62787611	296829	chr11	62787402	62790400	TMEM179B	1209	291
44365	chr11	63623264	63623764	296949	chr11	63624087	63671921	ATL3	1210	823
44374	chr11	63938577	63939077	297059	chr11	63938959	63957319	NAA40	1211	382
44375	chr11	63939456	63939956	297060	chr11	63938959	63957319	NAA40	1211	497
44383	chr11	65422084	65422584	297740	chr11	65422774	65445540	NEAT1	1212	690
44384	chr11	65422909	65423409	297741	chr11	65422774	65445540	NEAT1	1212	135
44398	chr11	65496739	65497239	297782	chr11	65497688	65506516	MALAT1	1213	949
44399	chr11	65497362	65497862	297783	chr11	65497688	65506516	MALAT1	1213	326
44400	chr11	65497898	65498398	297784	chr11	65497688	65506516	MALAT1	1213	210
44414	chr11	65538066	65538566	297812	chr11	65538805	65558930	LTBP3	1214	739
44415	chr11	65538873	65539373	297813	chr11	65538805	65558930	LTBP3	1214	68
44416	chr11	65539535	65540035	297814	chr11	65538805	65558930	LTBP3	1214	730
44437	chr11	66638251	66638751	298238	chr11	66638617	66668374	RBM4	1215	366
44438	chr11	66639240	66639740	298239	chr11	66638617	66668374	RBM4	1215	623
44454	chr11	70467438	70467938	299195	chr11	70467856	71252577	SHANK2	1217	418
44455	chr11	70468429	70468929	299196	chr11	70467856	71252577	SHANK2	1217	573
44704	chr11	72002312	72002812	299529	chr11	72002864	72080693	NUMA1	1218	552
44705	chr11	72002834	72003334	299530	chr11	72002864	72080693	NUMA1	1218	30
44706	chr11	72003536	72004036	299531	chr11	72002864	72080693	NUMA1	1218	672
44758	chr11	74747931	74748431	300217	chr11	74748849	74842413	RNF169	1220	918
44759	chr11	74748545	74749045	300218	chr11	74748849	74842413	RNF169	1220	304
44760	chr11	74749161	74749661	300219	chr11	74748849	74842413	RNF169	1220	312
44775	chr11	74808694	74809194	300233	chr11	74807739	74949200	XRRA1	1221	955
44793	chr11	76860078	76860578	300749	chr11	76860867	77026797	ACER3	1222	789
44794	chr11	76860596	76861096	300750	chr11	76860867	77026797	ACER3	1222	271
44795	chr11	76861352	76861852	300751	chr11	76860867	77026797	ACER3	1222	485
44814	chr11	83454641	83455141	301840	chr11	83455012	85627922	DLG2	1224	371
44815	chr11	83455181	83455681	301841	chr11	83455012	85627922	DLG2	1224	169
45170	chr11	86243964	86244464	302286	chr11	86244753	86278813	EED	1225	789
45171	chr11	86244519	86245019	302287	chr11	86244753	86278813	EED	1225	234
45172	chr11	86245223	86245723	302288	chr11	86244753	86278813	EED	1225	470
45173	chr11	87036918	87037418	302420	chr11	87037844	87328824	TMEM135	1226	926
45174	chr11	87037558	87038058	302421	chr11	87037844	87328824	TMEM135	1226	286
45175	chr11	87038105	87038605	302422	chr11	87037844	87328824	TMEM135	1226	261
45218	chr11	88505105	88505605	302581	chr11	88504576	89065945	GRM5	1228	529
45548	chr11	101914750	101915250	304146	chr11	101915010	102001062	CEP126	1233	260
45549	chr11	101915626	101916126	304147	chr11	101915010	102001062	CEP126	1233	616
45565	chr11	102346948	102347448	304220	chr11	102347211	102378670	BIRC2	1234	263
45566	chr11	102347621	102348121	304221	chr11	102347211	102378670	BIRC2	1234	410
45569	chr11	102395953	102396453	304228	chr11	102396332	102470384	TMEM123	1235	379
45651	chr11	107590844	107591344	304885	chr11	107591091	107666779	ELMOD1	1237	247
45652	chr11	107591652	107592152	304886	chr11	107591091	107666779	ELMOD1	1237	561
45673	chr11	108008624	108009124	304964	chr11	108008898	108107761	CUL5	1238	274
45674	chr11	108009310	108009810	304965	chr11	108008898	108107761	CUL5	1238	412
45679	chr11	108664722	108665222	305022	chr11	108665069	108940927	DDX10	1239	347
45714	chr11	110092866	110093366	305236	chr11	110093392	110171841	ZC3H12C	1240	526
45715	chr11	110093737	110094237	305237	chr11	110093392	110171841	ZC3H12C	1240	345
45745	chr11	111907688	111908188	305580	chr11	111908564	111923722	CRYAB	1241	876
45746	chr11	111908231	111908731	305581	chr11	111908564	111923722	CRYAB	1241	333
45755	chr11	111926171	111926671	305590	chr11	111927144	112022653	DIXDC1	1242	973
45756	chr11	111926969	111927469	305591	chr11	111927144	112022653	DIXDC1	1242	175
45787	chr11	112961047	112961547	305836	chr11	112961247	113278436	NCAM1	1243	200
45788	chr11	112961608	112962108	305837	chr11	112961247	113278436	NCAM1	1243	361
45789	chr11	112962152	112962652	305838	chr11	112961247	113278436	NCAM1	1243	905
45915	chr11	117143354	117143854	307039	chr11	117144284	117176894	PAFAH1B2	1244	930
45916	chr11	117144002	117144502	307040	chr11	117144284	117176894	PAFAH1B2	1244	282
45917	chr11	117144518	117145018	307041	chr11	117144284	117176894	PAFAH1B2	1244	234
45918	chr11	117145051	117145551	307042	chr11	117144284	117176894	PAFAH1B2	1244	767
45925	chr11	120335530	120336030	308188	chr11	120336413	120489937	ARHGEF12	1245	883
45926	chr11	120336064	120336564	308189	chr11	120336413	120489937	ARHGEF12	1245	349
45927	chr11	120336607	120337107	308190	chr11	120336413	120489937	ARHGEF12	1245	194
45928	chr11	120337165	120337665	308191	chr11	120336413	120489937	ARHGEF12	1245	752
45954	chr11	121451445	121451945	308507	chr11	121452314	121633763	SORL1	1246	869
45955	chr11	121452024	121452524	308508	chr11	121452314	121633763	SORL1	1246	290
45956	chr11	121452716	121453216	308509	chr11	121452314	121633763	SORL1	1246	402
46011	chr11	123069085	123069585	308980	chr11	123069872	123195248	CLMP	1247	787
46012	chr11	123070062	123070562	308981	chr11	123069872	123195248	CLMP	1247	190
46013	chr11	123070872	123071372	308982	chr11	123069872	123195248	CLMP	1247	1000
46076	chr11	123629362	123629862	309242	chr11	123629187	123655244	SCN3B	1248	175
46089	chr11	124621961	124622461	309359	chr11	124622836	124635926	TBRG1	1249	875
46090	chr11	124622562	124623062	309360	chr11	124622836	124635926	TBRG1	1249	274
46091	chr11	124623193	124623693	309361	chr11	124622836	124635926	TBRG1	1249	357
46101	chr11	124919814	124920314	309470	chr11	124919205	124936412	HEPACAM	1251	609
46108	chr11	125569116	125569616	309678	chr11	125569280	125584684	EI24	1252	164
46109	chr11	125569979	125570479	309679	chr11	125569280	125584684	EI24	1252	699
46110	chr11	125624887	125625387	309682	chr11	125625665	125676255	CHEK1	1253	778
46111	chr11	125625418	125625918	309683	chr11	125625665	125676255	CHEK1	1253	247
46112	chr11	125626077	125626577	309684	chr11	125625665	125676255	CHEK1	1253	412
46115	chr11	128965402	128965902	310512	chr11	128965060	129279324	ARHGAP32	1254	342
46155	chr11	130874946	130875446	310797	chr11	130875436	130916509	SNX19	1255	490
46165	chr11	131370299	131370799	310919	chr11	131370478	132336822	NTM	1256	179
46523	chr11	132414569	132415069	311293	chr11	132414977	133532519	OPCML	1257	408
46812	chr11	134253192	134253692	311866	chr11	134253495	134265855	ACAD8	1258	303
46813	chr11	134253902	134254402	311867	chr11	134253495	134265855	ACAD8	1258	407
